pfam_id	age_class	rna_go	rna_rbpworld	rna_union	dna_binding	in_green51	in_universal415
PF13457	Terrabacteria	False	False	False	False	False	False
PF13458	unclassifiable	False	False	False	False	False	False
PF13459	LUCA	False	False	False	False	False	False
PF13460	LUCA	False	False	False	False	False	False
PF13462	LUCA	False	False	False	False	False	False
PF13463	unclassifiable	False	False	False	False	False	False
PF13464	LBCA	False	False	False	False	False	False
PF13466	LBCA	False	False	False	False	False	False
PF13467	post-LBCA	False	False	False	False	False	False
PF13468	post-LBCA	False	False	False	False	False	False
PF13469	LBCA	False	False	False	False	False	False
PF13470	LBCA	False	True	True	False	False	False
PF13471	LBCA	False	False	False	False	False	False
PF13472	LUCA	False	False	False	False	False	False
PF13473	unclassifiable	False	False	False	False	False	False
PF13474	unclassifiable	False	False	False	False	False	False
PF13475	LBCA	False	False	False	False	False	False
PF13476	LUCA	False	False	False	False	False	False
PF13477	LUCA	False	False	False	False	False	False
PF13478	LBCA	False	False	False	False	False	False
PF13479	LBCA	False	False	False	False	False	False
PF13480	LBCA	False	False	False	False	False	False
PF13481	LBCA	False	False	False	False	False	False
PF13482	LUCA	False	False	False	False	False	False
PF13483	preLUCA	False	False	False	False	False	False
PF13484	LBCA	False	False	False	False	False	False
PF13485	LBCA	False	False	False	False	False	False
PF13486	LUCA	False	False	False	False	False	False
PF13487	LBCA	False	False	False	False	False	False
PF13488	LBCA	False	False	False	False	False	False
PF13489	preLUCA	False	False	False	False	False	False
PF13490	LBCA	False	False	False	False	False	False
PF13491	LBCA	False	False	False	False	False	False
PF13492	LBCA	False	False	False	False	False	False
PF13493	LBCA	False	False	False	False	False	False
PF13495	LUCA	False	False	False	True	False	True
PF13499	LBCA	False	False	False	False	False	False
PF13500	LUCA	False	False	False	False	False	False
PF13501	Proteobacteria	False	False	False	False	False	False
PF13502	LBCA	False	False	False	False	False	False
PF13503	unclassifiable	False	False	False	False	False	False
PF13505	LBCA	False	False	False	False	False	False
PF13506	LBCA	False	False	False	False	False	False
PF13507	LUCA	False	False	False	False	False	False
PF13508	LUCA	False	False	False	False	False	False
PF13509	LBCA	False	False	False	False	False	False
PF13510	LUCA	False	False	False	False	False	False
PF13511	Proteobacteria	False	False	False	False	False	False
PF13514	LBCA	False	False	False	False	False	False
PF13515	unclassifiable	False	False	False	False	False	False
PF13516	LBCA	False	False	False	False	False	False
PF13517	preLUCA	False	False	False	False	False	False
PF13518	LUCA	False	False	False	False	False	False
PF13519	LUCA	False	False	False	False	False	False
PF13520	preLUCA	False	False	False	False	False	False
PF13521	LBCA	False	False	False	False	False	False
PF13522	unclassifiable	False	False	False	False	False	False
PF13523	LBCA	False	False	False	False	False	False
PF13524	LBCA	False	False	False	False	False	False
PF13525	LBCA	False	False	False	False	False	False
PF13527	LUCA	False	False	False	False	False	False
PF13528	LUCA	False	False	False	False	False	False
PF13529	LUCA	False	False	False	False	False	False
PF13530	LBCA	False	False	False	False	False	False
PF13531	preLUCA	False	False	False	False	False	False
PF13532	LBCA	False	True	True	False	False	False
PF13533	LBCA	False	False	False	False	False	False
PF13534	LUCA	False	False	False	False	False	False
PF13535	LBCA	False	False	False	False	False	False
PF13536	post-LBCA	False	False	False	False	False	False
PF13537	LUCA	False	False	False	False	False	False
PF13538	LUCA	False	False	False	False	False	False
PF13539	LBCA	False	False	False	False	False	False
PF13540	LBCA	False	False	False	False	False	False
PF13541	LBCA	False	False	False	False	False	False
PF13542	LBCA	False	False	False	False	False	False
PF13545	LBCA	False	False	False	True	False	True
PF13546	LUCA	False	False	False	False	False	False
PF13547	post-LBCA	False	False	False	False	False	False
PF13548	LBCA	False	False	False	False	False	False
PF13549	LUCA	False	False	False	False	False	False
PF13550	post-LBCA	False	False	False	False	False	False
PF13551	LBCA	False	False	False	False	False	False
PF13552	Terrabacteria	False	False	False	False	False	False
PF13555	LBCA	False	False	False	False	False	False
PF13556	Terrabacteria	False	False	False	False	False	False
PF13557	LBCA	False	False	False	False	False	False
PF13558	LUCA	False	False	False	False	False	False
PF13559	LBCA	False	False	False	False	False	False
PF13560	unclassifiable	False	False	False	False	False	False
PF13561	LUCA	False	False	False	False	False	False
PF13562	PVC	False	False	False	False	False	False
PF13563	LUCA	False	False	False	False	False	False
PF13564	LBCA	False	False	False	False	False	False
PF13565	LUCA	False	False	False	False	False	False
PF13566	post-LBCA	False	False	False	False	False	False
PF13567	LBCA	False	False	False	False	False	False
PF13568	post-LBCA	False	False	False	False	False	False
PF13569	LBCA	False	False	False	False	False	False
PF13570	unclassifiable	False	False	False	False	False	False
PF13571	FCB	False	False	False	False	False	False
PF13572	FCB	False	False	False	False	False	False
PF13573	FCB	False	False	False	False	False	False
PF13575	LBCA	False	False	False	False	False	False
PF13576	LUCA	False	False	False	False	False	False
PF13577	LBCA	False	False	False	False	False	False
PF13578	LUCA	False	False	False	False	False	False
PF13579	LUCA	False	False	False	False	False	False
PF13580	LBCA	False	False	False	False	False	False
PF13581	LBCA	False	False	False	False	False	False
PF13582	LBCA	False	False	False	False	False	False
PF13583	post-LBCA	False	False	False	False	False	False
PF13584	LBCA	False	False	False	False	False	False
PF13585	FCB	False	False	False	False	False	False
PF13586	LBCA	False	False	False	False	False	False
PF13588	LUCA	False	False	False	False	False	False
PF13589	LUCA	False	False	False	False	False	False
PF13590	post-LBCA	False	False	False	False	False	False
PF13591	post-LBCA	False	False	False	False	False	False
PF13592	LUCA	False	False	False	False	False	False
PF13593	LBCA	False	False	False	False	False	False
PF13595	FCB	False	False	False	False	False	False
PF13596	LUCA	False	False	False	False	False	False
PF13597	LUCA	False	False	False	False	False	False
PF13598	LBCA	False	False	False	False	False	False
PF13599	LBCA	False	False	False	False	False	False
PF13600	Proteobacteria	False	False	False	False	False	False
PF13601	LUCA	False	False	False	False	False	False
PF13602	LUCA	False	False	False	False	False	False
PF13603	LBCA	False	False	False	False	False	False
PF13604	LBCA	False	False	False	False	False	False
PF13605	FCB	False	False	False	False	False	False
PF13606	LBCA	False	False	False	False	False	False
PF13607	LUCA	False	False	False	False	False	False
PF13609	LBCA	False	False	False	False	False	False
PF13610	unclassifiable	False	False	False	False	False	False
PF13612	LBCA	False	False	False	False	False	False
PF13613	Terrabacteria	False	False	False	False	False	False
PF13614	LUCA	False	False	False	False	False	False
PF13616	LBCA	False	False	False	False	False	False
PF13617	Proteobacteria	False	False	False	False	False	False
PF13618	LBCA	False	False	False	False	False	False
PF13619	LBCA	False	False	False	False	False	False
PF13620	LUCA	False	False	False	False	False	False
PF13621	LBCA	False	False	False	False	False	False
PF13622	post-LBCA	False	False	False	False	False	False
PF13623	LBCA	False	False	False	False	False	False
PF13624	LBCA	False	False	False	False	False	False
PF13625	post-LBCA	False	False	False	False	False	False
PF13627	post-LBCA	False	False	False	False	False	False
PF13628	LBCA	False	False	False	False	False	False
PF13629	LBCA	False	False	False	False	False	False
PF13630	LUCA	False	False	False	False	False	False
PF13631	Terrabacteria	False	False	False	False	False	False
PF13632	LUCA	False	False	False	False	False	False
PF13635	LUCA	False	False	False	False	False	False
PF13636	Terrabacteria	False	True	True	False	False	False
PF13637	LBCA	False	False	False	False	False	False
PF13638	Terrabacteria	False	True	True	False	False	False
PF13640	LBCA	False	False	False	False	False	False
PF13641	LUCA	False	False	False	False	False	False
PF13643	LBCA	False	False	False	False	False	False
PF13644	LBCA	False	False	False	False	False	False
PF13645	post-LBCA	False	False	False	False	False	False
PF13646	LUCA	False	False	False	False	False	False
PF13648	LBCA	False	False	False	False	False	False
PF13649	LUCA	False	False	False	False	False	False
PF13650	LUCA	False	False	False	False	False	False
PF13651	LBCA	False	False	False	False	False	False
PF13653	FCB	False	False	False	False	False	False
PF13654	Proteobacteria	False	False	False	False	False	False
PF13655	LBCA	False	False	False	False	False	False
PF13656	LACA	True	True	True	False	False	False
PF13657	LBCA	False	False	False	False	False	False
PF13660	LBCA	False	False	False	False	False	False
PF13661	LBCA	False	False	False	False	False	False
PF13662	LBCA	False	False	False	False	False	False
PF13663	Proteobacteria	False	False	False	False	False	False
PF13664	LBCA	False	False	False	False	False	False
PF13665	Proteobacteria	False	False	False	False	False	False
PF13667	post-LBCA	False	False	False	False	False	False
PF13668	LBCA	False	False	False	False	False	False
PF13669	LUCA	False	False	False	False	False	False
PF13670	post-LBCA	False	False	False	False	False	False
PF13671	LBCA	False	False	False	False	False	False
PF13672	LUCA	False	False	False	False	False	False
PF13673	preLUCA	False	False	False	False	False	False
PF13675	LBCA	False	False	False	False	False	False
PF13676	LUCA	False	False	False	False	False	False
PF13677	LBCA	False	False	False	False	False	False
PF13679	LBCA	False	False	False	False	False	False
PF13681	Proteobacteria	False	False	False	False	False	False
PF13682	LBCA	False	False	False	False	False	False
PF13683	unclassifiable	False	False	False	False	False	False
PF13684	Terrabacteria	False	False	False	False	False	False
PF13685	LBCA	False	False	False	False	False	False
PF13686	LUCA	False	False	False	False	False	False
PF13687	LBCA	False	False	False	False	False	False
PF13688	LBCA	False	False	False	False	False	False
PF13689	Proteobacteria	False	False	False	False	False	False
PF13690	LBCA	False	False	False	False	False	False
PF13691		True	True	True	False	False	False
PF13692	LUCA	False	False	False	False	False	False
PF13693	Proteobacteria	False	False	False	False	False	False
PF13696		False	True	True	False	False	False
PF13698	Proteobacteria	False	False	False	False	False	False
PF13699	LBCA	False	False	False	False	False	False
PF13700	LBCA	False	False	False	False	False	False
PF13701	LBCA	False	False	False	False	False	False
PF13702	Terrabacteria	False	False	False	False	False	False
PF13704	LBCA	False	False	False	False	False	False
PF13707	LBCA	False	False	False	False	False	False
PF13708	Proteobacteria	False	False	False	False	False	False
PF13709	LBCA	False	False	False	False	False	False
PF13710	unclassifiable	False	False	False	False	False	False
PF13711	LBCA	False	False	False	False	False	False
PF13712	LBCA	False	False	False	False	False	False
PF13714	LBCA	False	False	False	False	False	False
PF13715	LBCA	False	False	False	False	False	False
PF13717	post-LBCA	False	False	False	False	False	False
PF13718	Inspect	False	False	False	False	False	False
PF13719	Proteobacteria	False	False	False	False	False	False
PF13721	Proteobacteria	False	False	False	False	False	False
PF13722	LBCA	False	False	False	False	False	False
PF13723	post-LBCA	False	False	False	False	False	False
PF13724		False	False	False	True	False	False
PF13725		False	True	True	False	False	False
PF13726	post-LBCA	False	False	False	False	False	False
PF13727	LBCA	False	False	False	False	False	False
PF13728	Proteobacteria	False	False	False	False	False	False
PF13729	unclassifiable	False	False	False	False	False	False
PF13730	LBCA	False	False	False	False	False	False
PF13731	Terrabacteria	False	False	False	False	False	False
PF13732	LUCA	False	False	False	False	False	False
PF13734	post-LBCA	False	False	False	False	False	False
PF13735	LBCA	False	True	True	False	False	False
PF13737	post-LBCA	False	False	False	False	False	False
PF13738	LBCA	False	False	False	False	False	False
PF13739	LBCA	False	False	False	False	False	False
PF13740	LBCA	False	False	False	False	False	False
PF13742	Inspect	False	True	True	False	True	True
PF13743	unclassifiable	False	False	False	False	False	False
PF13744	LBCA	False	False	False	False	False	False
PF13746	LBCA	False	False	False	False	False	False
PF13747	post-LBCA	False	False	False	False	False	False
PF13749	LUCA	False	False	False	False	False	False
PF13750	unclassifiable	False	False	False	False	False	False
PF13751	LBCA	False	False	False	False	False	False
PF13753	LBCA	False	False	False	False	False	False
PF13755	Proteobacteria	False	False	False	False	False	False
PF13756	Proteobacteria	False	False	False	False	False	False
PF13759	LBCA	False	False	False	False	False	False
PF13761	unclassifiable	False	False	False	False	False	False
PF13763	Proteobacteria	False	False	False	False	False	False
PF13767	LBCA	False	False	False	False	False	False
PF13768	LBCA	False	False	False	False	False	False
PF13769	Terrabacteria	False	False	False	False	False	False
PF13770	Proteobacteria	False	False	False	False	False	False
PF13772	LBCA	False	False	False	False	False	False
PF13773	Proteobacteria	False	False	False	False	False	False
PF13776	LBCA	False	False	False	False	False	False
PF13778	LBCA	False	False	False	False	False	False
PF13779	unclassifiable	False	False	False	False	False	False
PF13780	Terrabacteria	False	False	False	False	False	False
PF13781	unclassifiable	False	False	False	False	False	False
PF13782	Terrabacteria	False	False	False	False	False	False
PF13783	LBCA	False	False	False	False	False	False
PF13784	LBCA	False	False	False	False	False	False
PF13785	LBCA	False	False	False	False	False	False
PF13786	Terrabacteria	False	False	False	False	False	False
PF13787	LBCA	False	False	False	False	False	False
PF13788	LBCA	False	False	False	False	False	False
PF13789	Terrabacteria	False	False	False	False	False	False
PF13790	Terrabacteria	False	False	False	False	False	False
PF13791	Terrabacteria	False	False	False	False	False	False
PF13793	LBCA	False	False	False	False	False	False
PF13794	Terrabacteria	False	False	False	False	False	False
PF13795	LBCA	False	False	False	False	False	False
PF13796	Inspect	False	False	False	False	False	False
PF13797	Terrabacteria	False	False	False	False	False	False
PF13798	Terrabacteria	False	False	False	False	False	False
PF13799	Terrabacteria	False	False	False	False	False	False
PF13800	Terrabacteria	False	False	False	False	False	False
PF13801	LBCA	False	False	False	False	False	False
PF13802	LBCA	False	False	False	False	False	False
PF13803	post-LBCA	False	False	False	False	False	False
PF13806	LBCA	False	False	False	False	False	False
PF13807	LBCA	False	False	False	False	False	False
PF13808	LBCA	False	False	False	False	False	False
PF13809	LBCA	False	False	False	False	False	False
PF13810	LBCA	False	False	False	False	False	False
PF13811	unclassifiable	False	False	False	False	False	False
PF13812		False	True	True	False	False	False
PF13814	LBCA	False	False	False	False	False	False
PF13817	LBCA	False	False	False	False	False	False
PF13822	Terrabacteria	False	False	False	False	False	False
PF13823	LBCA	False	False	False	False	False	False
PF13826	LBCA	False	False	False	False	False	False
PF13827	post-LBCA	False	False	False	False	False	False
PF13828	LBCA	False	False	False	False	False	False
PF13829	Terrabacteria	False	False	False	False	False	False
PF13830	Terrabacteria	False	False	False	False	False	False
PF13833	post-LBCA	False	False	False	False	False	False
PF13834	Terrabacteria	False	False	False	False	False	False
PF13835	LBCA	False	False	False	False	False	False
PF13840	LACA	False	False	False	False	False	False
PF13844	LBCA	False	False	False	False	False	False
PF13845	Terrabacteria	False	False	False	False	False	False
PF13847	preLUCA	False	True	True	False	False	False
PF13852	LBCA	False	False	False	False	False	False
PF13855	LUCA	False	False	False	False	False	False
PF13857	LBCA	False	False	False	False	False	False
PF13858	LBCA	False	False	False	False	False	False
PF13860	LBCA	False	False	False	False	False	False
PF13861	post-LBCA	False	False	False	False	False	False
PF13869		True	True	True	False	False	False
PF13871	post-LBCA	False	False	False	False	False	False
PF13872	post-LBCA	False	False	False	False	False	False
PF13875	Proteobacteria	False	False	False	False	False	False
PF13883	LBCA	False	False	False	False	False	False
PF13884	LBCA	False	False	False	False	False	False
PF13892		False	False	False	True	False	False
PF13893		False	True	True	False	False	False
PF13899	LBCA	False	False	False	False	False	False
PF13905	LBCA	False	False	False	False	False	False
PF13906	FCB	False	False	False	False	False	False
PF13910	LBCA	False	False	False	False	False	False
PF13911	post-LBCA	False	False	False	False	False	False
PF13921	Terrabacteria	False	False	False	False	False	False
PF13922		False	False	False	True	False	False
PF13924	LBCA	False	False	False	False	False	False
PF13927	LBCA	False	False	False	False	False	False
PF13930	LBCA	False	True	True	False	False	False
PF13932	post-LBCA	False	True	True	False	False	False
PF13936	LBCA	False	False	False	False	False	False
PF13937	post-LBCA	False	False	False	False	False	False
PF13938	LACA	False	False	False	False	False	False
PF13941	LBCA	False	False	False	False	False	False
PF13945		False	True	True	False	False	False
PF13946	LBCA	False	False	False	False	False	False
PF13948	Proteobacteria	False	False	False	False	False	False
PF13953	Proteobacteria	False	False	False	False	False	False
PF13954	Proteobacteria	False	False	False	False	False	False
PF13958		True	False	True	False	False	False
PF13964	LBCA	False	False	False	False	False	False
PF13965		True	True	True	False	False	False
PF13970	FCB	False	False	False	False	False	False
PF13972	post-LBCA	False	False	False	False	False	False
PF13975	LBCA	False	False	False	False	False	False
PF13977	post-LBCA	False	False	False	False	False	False
PF13986	Proteobacteria	False	False	False	False	False	False
PF13988	Proteobacteria	False	False	False	False	False	False
PF13994	post-LBCA	False	False	False	False	False	False
PF13997	Proteobacteria	False	False	False	False	False	False
PF14003	Terrabacteria	False	False	False	False	False	False
PF14004	Terrabacteria	False	False	False	False	False	False
PF14005	Terrabacteria	False	False	False	False	False	False
PF14006	Terrabacteria	False	False	False	False	False	False
PF14007	Terrabacteria	False	False	False	False	False	False
PF14010	LACA	False	False	False	False	False	False
PF14011	Terrabacteria	False	False	False	False	False	False
PF14012	Terrabacteria	False	False	False	False	False	False
PF14013	Terrabacteria	False	False	False	False	False	False
PF14014	LBCA	False	False	False	False	False	False
PF14015	LBCA	False	False	False	False	False	False
PF14016	post-LBCA	False	False	False	False	False	False
PF14017	Terrabacteria	False	False	False	False	False	False
PF14018	unclassifiable	False	False	False	False	False	False
PF14019	Terrabacteria	False	False	False	False	False	False
PF14020	LBCA	False	False	False	False	False	False
PF14021	Terrabacteria	False	False	False	False	False	False
PF14022	LBCA	False	False	False	False	False	False
PF14023	unclassifiable	False	False	False	False	False	False
PF14024	LBCA	False	False	False	False	False	False
PF14025	LBCA	False	False	False	False	False	False
PF14026	unclassifiable	False	False	False	False	False	False
PF14027	post-LBCA	False	False	False	False	False	False
PF14028	LBCA	False	False	False	False	False	False
PF14029	Terrabacteria	False	False	False	False	False	False
PF14030	Terrabacteria	False	False	False	False	False	False
PF14031	LBCA	False	False	False	False	False	False
PF14032	Terrabacteria	False	False	False	False	False	False
PF14034	Terrabacteria	False	False	False	False	False	False
PF14035	Terrabacteria	False	False	False	False	False	False
PF14036	Terrabacteria	False	False	False	False	False	False
PF14038	Terrabacteria	False	False	False	False	False	False
PF14039	Terrabacteria	False	False	False	False	False	False
PF14040	post-LBCA	False	False	False	False	False	False
PF14041	Terrabacteria	False	False	False	False	False	False
PF14042	Terrabacteria	False	False	False	False	False	False
PF14043	Terrabacteria	False	False	False	False	False	False
PF14044	Terrabacteria	False	False	False	False	False	False
PF14045	Terrabacteria	False	False	False	False	False	False
PF14052	LBCA	False	False	False	False	False	False
PF14054	FCB	False	False	False	False	False	False
PF14056	Terrabacteria	False	False	False	False	False	False
PF14057	LBCA	False	False	False	False	False	False
PF14058	Terrabacteria	False	False	False	False	False	False
PF14059	FCB	False	False	False	False	False	False
PF14060	post-LBCA	False	False	False	False	False	False
PF14062	LBCA	False	False	False	False	False	False
PF14063	Terrabacteria	False	False	False	False	False	False
PF14064	post-LBCA	False	False	False	False	False	False
PF14065	LBCA	False	False	False	False	False	False
PF14066	LBCA	False	False	False	False	False	False
PF14067	post-LBCA	False	False	False	False	False	False
PF14068	Terrabacteria	False	False	False	False	False	False
PF14069	Terrabacteria	False	False	False	False	False	False
PF14070	LBCA	False	False	False	False	False	False
PF14071	Terrabacteria	False	False	False	False	False	False
PF14072	LBCA	False	False	False	False	False	False
PF14076	LUCA	False	False	False	False	False	False
PF14078	post-LBCA	False	False	False	False	False	False
PF14079	unclassifiable	False	False	False	False	False	False
PF14080	LBCA	False	False	False	False	False	False
PF14081	LBCA	False	False	False	False	False	False
PF14082	LUCA	False	False	False	False	False	False
PF14084	Terrabacteria	False	False	False	False	False	False
PF14085	post-LBCA	False	False	False	False	False	False
PF14086	FCB	False	False	False	False	False	False
PF14087	LBCA	False	False	False	False	False	False
PF14088	LBCA	False	False	False	False	False	False
PF14089	Terrabacteria	False	False	False	False	False	False
PF14090	post-LBCA	False	False	False	False	False	False
PF14091	post-LBCA	False	False	False	False	False	False
PF14092	FCB	False	False	False	False	False	False
PF14093	FCB	False	False	False	False	False	False
PF14094	LBCA	False	False	False	False	False	False
PF14096	LBCA	False	False	False	False	False	False
PF14097	Terrabacteria	False	False	False	False	False	False
PF14098	Terrabacteria	False	False	False	False	False	False
PF14099	LBCA	False	False	False	False	False	False
PF14100	LBCA	False	False	False	False	False	False
PF14102	post-LBCA	False	False	False	False	False	False
PF14103	LBCA	False	False	False	False	False	False
PF14104	LBCA	False	False	False	False	False	False
PF14105	Terrabacteria	False	False	False	False	False	False
PF14106	LBCA	False	False	False	False	False	False
PF14107	FCB	False	False	False	False	False	False
PF14108	post-LBCA	False	False	False	False	False	False
PF14109	FCB	False	False	False	False	False	False
PF14110	LBCA	False	False	False	False	False	False
PF14112	LBCA	False	False	False	False	False	False
PF14113	post-LBCA	False	False	False	False	False	False
PF14114	LBCA	False	False	False	False	False	False
PF14115	Terrabacteria	False	False	False	False	False	False
PF14116	Terrabacteria	False	False	False	False	False	False
PF14117	LBCA	False	False	False	False	False	False
PF14119	LBCA	False	False	False	False	False	False
PF14120	Terrabacteria	False	False	False	False	False	False
PF14121	FCB	False	False	False	False	False	False
PF14123	FCB	False	False	False	False	False	False
PF14124	LBCA	False	False	False	False	False	False
PF14125	LBCA	False	False	False	False	False	False
PF14126	FCB	False	False	False	False	False	False
PF14127	FCB	False	False	False	False	False	False
PF14128	FCB	False	False	False	False	False	False
PF14129	FCB	False	False	False	False	False	False
PF14130	LBCA	False	False	False	False	False	False
PF14131	LBCA	False	False	False	False	False	False
PF14134	FCB	False	False	False	False	False	False
PF14135	FCB	False	False	False	False	False	False
PF14136	LBCA	False	False	False	False	False	False
PF14137	LBCA	False	False	False	False	False	False
PF14139	Terrabacteria	False	False	False	False	False	False
PF14140	Terrabacteria	False	False	False	False	False	False
PF14141	Terrabacteria	False	False	False	False	False	False
PF14143	Terrabacteria	False	False	False	False	False	False
PF14144		False	False	False	True	False	False
PF14145	post-LBCA	False	False	False	False	False	False
PF14146	Terrabacteria	False	False	False	False	False	False
PF14147	Terrabacteria	False	False	False	False	False	False
PF14148	Terrabacteria	False	False	False	False	False	False
PF14149	Terrabacteria	False	False	False	False	False	False
PF14151	Terrabacteria	False	False	False	False	False	False
PF14152	Terrabacteria	False	False	False	False	False	False
PF14153	Terrabacteria	False	False	False	False	False	False
PF14155	Terrabacteria	False	False	False	False	False	False
PF14158	Terrabacteria	False	False	False	False	False	False
PF14159	Terrabacteria	False	False	False	False	False	False
PF14163	post-LBCA	False	False	False	False	False	False
PF14165	Terrabacteria	False	False	False	False	False	False
PF14167	Terrabacteria	False	False	False	False	False	False
PF14168	Terrabacteria	False	False	False	False	False	False
PF14169	Terrabacteria	False	False	False	False	False	False
PF14172	Terrabacteria	False	False	False	False	False	False
PF14173	Terrabacteria	False	False	False	False	False	False
PF14174	Terrabacteria	False	False	False	False	False	False
PF14175	LBCA	False	False	False	False	False	False
PF14177	Terrabacteria	False	False	False	False	False	False
PF14179	Terrabacteria	False	False	False	False	False	False
PF14181	Terrabacteria	False	False	False	False	False	False
PF14183	Terrabacteria	False	False	False	False	False	False
PF14191	Terrabacteria	False	False	False	False	False	False
PF14192	post-LBCA	False	False	False	False	False	False
PF14193	Terrabacteria	False	False	False	False	False	False
PF14194	Terrabacteria	False	False	False	False	False	False
PF14196	LUCA	False	False	False	False	False	False
PF14198	Terrabacteria	False	False	False	False	False	False
PF14199	Terrabacteria	False	False	False	False	False	False
PF14200	LBCA	False	False	False	False	False	False
PF14202	post-LBCA	False	False	False	False	False	False
PF14205	Terrabacteria	False	False	False	False	False	False
PF14206	LBCA	False	False	False	False	False	False
PF14208	Terrabacteria	False	False	False	False	False	False
PF14209	Terrabacteria	False	False	False	False	False	False
PF14210	TACK	False	False	False	False	False	False
PF14213	LBCA	False	False	False	False	False	False
PF14216	post-LBCA	False	False	False	False	False	False
PF14217	Terrabacteria	False	False	False	False	False	False
PF14218	Terrabacteria	False	False	False	False	False	False
PF14219	LBCA	False	False	False	False	False	False
PF14220	LBCA	False	False	False	False	False	False
PF14221	Terrabacteria	False	False	False	False	False	False
PF14224	LBCA	False	False	False	False	False	False
PF14226	post-LBCA	False	False	False	False	False	False
PF14229	LBCA	False	False	False	False	False	False
PF14230	Terrabacteria	False	False	False	False	False	False
PF14231	LBCA	False	False	False	False	False	False
PF14232	unclassifiable	False	False	False	False	False	False
PF14233	Terrabacteria	False	False	False	False	False	False
PF14234	unclassifiable	False	False	False	False	False	False
PF14235	LBCA	False	False	False	False	False	False
PF14236	LBCA	False	False	False	False	False	False
PF14237	LBCA	False	True	True	False	False	False
PF14238	LBCA	False	False	False	False	False	False
PF14239	post-LBCA	False	False	False	False	False	False
PF14240	LBCA	False	False	False	False	False	False
PF14242	LBCA	False	False	False	False	False	False
PF14243	LBCA	False	False	False	False	False	False
PF14246	LBCA	False	False	False	False	False	False
PF14247	post-LBCA	False	False	False	False	False	False
PF14248	LBCA	False	False	False	False	False	False
PF14249	Terrabacteria	False	False	False	False	False	False
PF14250	Terrabacteria	False	False	False	False	False	False
PF14251	LACA	False	False	False	False	False	False
PF14252	LBCA	False	False	False	False	False	False
PF14253	LBCA	False	False	False	False	False	False
PF14255	Proteobacteria	False	False	False	False	False	False
PF14256	LBCA	False	False	False	False	False	False
PF14257	unclassifiable	False	False	False	False	False	False
PF14258	LBCA	False	False	False	False	False	False
PF14261	post-LBCA	False	False	False	False	False	False
PF14262	LBCA	False	False	False	False	False	False
PF14264	post-LBCA	False	False	False	False	False	False
PF14265	Terrabacteria	False	False	False	False	False	False
PF14266	Terrabacteria	False	False	False	False	False	False
PF14267	LBCA	False	False	False	False	False	False
PF14268	LBCA	False	False	False	False	False	False
PF14269	LBCA	False	False	False	False	False	False
PF14270	Terrabacteria	False	False	False	False	False	False
PF14271	post-LBCA	False	False	False	False	False	False
PF14273	post-LBCA	False	False	False	False	False	False
PF14274	FCB	False	False	False	False	False	False
PF14275	Terrabacteria	False	False	False	False	False	False
PF14276	Terrabacteria	False	False	False	False	False	False
PF14277	Terrabacteria	False	False	False	False	False	False
PF14278	Inspect	False	False	False	False	False	False
PF14279	LBCA	False	False	False	False	False	False
PF14280	LBCA	False	False	False	False	False	False
PF14281	unclassifiable	False	False	False	False	False	False
PF14282	post-LBCA	False	False	False	False	False	False
PF14283	unclassifiable	False	False	False	False	False	False
PF14284	LBCA	False	False	False	False	False	False
PF14285	Inspect	False	False	False	False	False	False
PF14286	unclassifiable	False	False	False	False	False	False
PF14287	Terrabacteria	False	False	False	False	False	False
PF14289	FCB	False	False	False	False	False	False
PF14292	FCB	False	False	False	False	False	False
PF14293	FCB	False	False	False	False	False	False
PF14294	post-LBCA	False	False	False	False	False	False
PF14295	Proteobacteria	False	False	False	False	False	False
PF14296	LBCA	False	False	False	False	False	False
PF14297	post-LBCA	False	False	False	False	False	False
PF14298	post-LBCA	False	False	False	False	False	False
PF14299		False	True	True	False	False	False
PF14300	LBCA	False	False	False	False	False	False
PF14301	post-LBCA	False	False	False	False	False	False
PF14302	post-LBCA	False	False	False	False	False	False
PF14305	LBCA	False	False	False	False	False	False
PF14306	LBCA	False	False	False	False	False	False
PF14307	LUCA	False	False	False	False	False	False
PF14310	LBCA	False	False	False	False	False	False
PF14311	Terrabacteria	False	False	False	False	False	False
PF14312	LBCA	False	False	False	False	False	False
PF14316	LBCA	False	False	False	False	False	False
PF14317	LBCA	False	False	False	False	False	False
PF14319	LBCA	False	False	False	False	False	False
PF14321	post-LBCA	False	False	False	False	False	False
PF14322	FCB	False	False	False	False	False	False
PF14323	LBCA	False	False	False	False	False	False
PF14325	Terrabacteria	False	False	False	False	False	False
PF14326	LBCA	False	False	False	False	False	False
PF14328	LBCA	False	False	False	False	False	False
PF14329	LUCA	False	False	False	False	False	False
PF14330	post-LBCA	False	False	False	False	False	False
PF14331	Proteobacteria	False	False	False	False	False	False
PF14332	LBCA	False	False	False	False	False	False
PF14333	Proteobacteria	False	False	False	False	False	False
PF14334	post-LBCA	False	False	False	False	False	False
PF14335	LBCA	False	False	False	False	False	False
PF14336	post-LBCA	False	False	False	False	False	False
PF14337	LBCA	False	False	False	False	False	False
PF14338	LUCA	False	False	False	False	False	False
PF14339	LBCA	False	False	False	False	False	False
PF14340	LBCA	False	False	False	False	False	False
PF14341	post-LBCA	False	False	False	False	False	False
PF14342	LBCA	False	False	False	False	False	False
PF14343	LBCA	False	False	False	False	False	False
